id	pathway_id	pathway_name
33431	hsa04218	Cellular senescence
33432	hsa04360	Axon guidance
33433	hsa04370	VEGF signaling pathway
33434	hsa04380	Osteoclast differentiation
33435	hsa04510	Focal adhesion
33436	hsa04550	Signaling pathways regulating pluripotency of stem cells
33437	hsa04611	Platelet activation
33438	hsa04620	Toll-like receptor signaling pathway
33439	hsa04625	C-type lectin receptor signaling pathway
33440	hsa04630	Jak-STAT signaling pathway
33441	hsa04650	Natural killer cell mediated cytotoxicity
33442	hsa04660	T cell receptor signaling pathway
33443	hsa04662	B cell receptor signaling pathway
33444	hsa04664	Fc epsilon RI signaling pathway
33445	hsa04666	Fc gamma R-mediated phagocytosis
33446	hsa04668	TNF signaling pathway
33447	hsa04670	Leukocyte transendothelial migration
33448	hsa04722	Neurotrophin signaling pathway
33449	hsa04725	Cholinergic synapse
33450	hsa04750	Inflammatory mediator regulation of TRP channels
33451	hsa04810	Regulation of actin cytoskeleton
33452	hsa04910	Insulin signaling pathway
33453	hsa04914	Progesterone-mediated oocyte maturation
33454	hsa04915	Estrogen signaling pathway
33455	hsa04917	Prolactin signaling pathway
33456	hsa04919	Thyroid hormone signaling pathway
33457	hsa04923	Regulation of lipolysis in adipocytes
33458	hsa04926	Relaxin signaling pathway
33459	hsa04930	Type II diabetes mellitus
33460	hsa04931	Insulin resistance
33461	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
33462	hsa04933	AGE-RAGE signaling pathway in diabetic complications
33463	hsa04960	Aldosterone-regulated sodium reabsorption
33464	hsa04973	Carbohydrate digestion and absorption
33465	hsa05100	Bacterial invasion of epithelial cells
33466	hsa05142	Chagas disease (American trypanosomiasis)
33467	hsa05146	Amoebiasis
33468	hsa05160	Hepatitis C
33469	hsa05161	Hepatitis B
33470	hsa05162	Measles
33471	hsa05163	Human cytomegalovirus infection
33472	hsa05164	Influenza A
33473	hsa05165	Human papillomavirus infection
33474	hsa05166	Human T-cell leukemia virus 1 infection
33475	hsa05167	Kaposi sarcoma-associated herpesvirus infection
33476	hsa05168	Herpes simplex virus 1 infection
33477	hsa05169	Epstein-Barr virus infection
33478	hsa05170	Human immunodeficiency virus 1 infection
33479	hsa05200	Pathways in cancer
33480	hsa05203	Viral carcinogenesis
33481	hsa05205	Proteoglycans in cancer
33482	hsa05210	Colorectal cancer
33483	hsa05211	Renal cell carcinoma
33484	hsa05212	Pancreatic cancer
33485	hsa05213	Endometrial cancer
33486	hsa05214	Glioma
33487	hsa05215	Prostate cancer
33488	hsa05218	Melanoma
33489	hsa05220	Chronic myeloid leukemia
33490	hsa05221	Acute myeloid leukemia
33491	hsa05222	Small cell lung cancer
33492	hsa05223	Non-small cell lung cancer
33493	hsa05224	Breast cancer
33494	hsa05225	Hepatocellular carcinoma
33495	hsa05226	Gastric cancer
33496	hsa05230	Central carbon metabolism in cancer
33497	hsa05231	Choline metabolism in cancer
33498	hsa05418	Fluid shear stress and atherosclerosis
33499	hsa01521	EGFR tyrosine kinase inhibitor resistance
33500	hsa01522	Endocrine resistance
33501	hsa01524	Platinum drug resistance
33502	hsa04012	ErbB signaling pathway
33503	hsa04014	Ras signaling pathway
33504	hsa04015	Rap1 signaling pathway
33505	hsa04024	cAMP signaling pathway
33506	hsa04062	Chemokine signaling pathway
33507	hsa04066	HIF-1 signaling pathway
33508	hsa04068	FoxO signaling pathway
33509	hsa04070	Phosphatidylinositol signaling system
33510	hsa04071	Sphingolipid signaling pathway
33511	hsa04072	Phospholipase D signaling pathway
33512	hsa04140	Autophagy - animal
33513	hsa04150	mTOR signaling pathway
33514	hsa04151	PI3K-Akt signaling pathway
33515	hsa04152	AMPK signaling pathway
33516	hsa04210	Apoptosis
33517	hsa04211	Longevity regulating pathway
33518	hsa04213	Longevity regulating pathway - multiple species
33519	hsa04218	Cellular senescence
33520	hsa04360	Axon guidance
33521	hsa04370	VEGF signaling pathway
33522	hsa04380	Osteoclast differentiation
33523	hsa04510	Focal adhesion
33524	hsa04550	Signaling pathways regulating pluripotency of stem cells
33525	hsa04611	Platelet activation
33526	hsa04620	Toll-like receptor signaling pathway
33527	hsa04625	C-type lectin receptor signaling pathway
33528	hsa04630	Jak-STAT signaling pathway
33529	hsa04650	Natural killer cell mediated cytotoxicity
33530	hsa04660	T cell receptor signaling pathway
33531	hsa04662	B cell receptor signaling pathway
33532	hsa04664	Fc epsilon RI signaling pathway
33533	hsa04666	Fc gamma R-mediated phagocytosis
33534	hsa04668	TNF signaling pathway
33535	hsa04670	Leukocyte transendothelial migration
33536	hsa04722	Neurotrophin signaling pathway
33537	hsa04725	Cholinergic synapse
33538	hsa04750	Inflammatory mediator regulation of TRP channels
33539	hsa04810	Regulation of actin cytoskeleton
33540	hsa04910	Insulin signaling pathway
33541	hsa04914	Progesterone-mediated oocyte maturation
33542	hsa04915	Estrogen signaling pathway
33543	hsa04917	Prolactin signaling pathway
33544	hsa04919	Thyroid hormone signaling pathway
33545	hsa04923	Regulation of lipolysis in adipocytes
33546	hsa04926	Relaxin signaling pathway
33547	hsa04930	Type II diabetes mellitus
33548	hsa04931	Insulin resistance
33549	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
33550	hsa04933	AGE-RAGE signaling pathway in diabetic complications
33551	hsa04960	Aldosterone-regulated sodium reabsorption
33552	hsa04973	Carbohydrate digestion and absorption
33553	hsa05100	Bacterial invasion of epithelial cells
33554	hsa05142	Chagas disease (American trypanosomiasis)
33555	hsa05146	Amoebiasis
33556	hsa05160	Hepatitis C
33557	hsa05161	Hepatitis B
33558	hsa05162	Measles
33559	hsa05163	Human cytomegalovirus infection
33560	hsa05164	Influenza A
33561	hsa05165	Human papillomavirus infection
33562	hsa05166	Human T-cell leukemia virus 1 infection
33563	hsa05167	Kaposi sarcoma-associated herpesvirus infection
33564	hsa05168	Herpes simplex virus 1 infection
33565	hsa05169	Epstein-Barr virus infection
33566	hsa05170	Human immunodeficiency virus 1 infection
33567	hsa05200	Pathways in cancer
33568	hsa05203	Viral carcinogenesis
33569	hsa05205	Proteoglycans in cancer
33570	hsa05210	Colorectal cancer
33571	hsa05211	Renal cell carcinoma
33572	hsa05212	Pancreatic cancer
33573	hsa05213	Endometrial cancer
33574	hsa05214	Glioma
33575	hsa05215	Prostate cancer
33576	hsa05218	Melanoma
33577	hsa05220	Chronic myeloid leukemia
33578	hsa05221	Acute myeloid leukemia
33579	hsa05222	Small cell lung cancer
33580	hsa05223	Non-small cell lung cancer
33581	hsa05224	Breast cancer
33582	hsa05225	Hepatocellular carcinoma
33583	hsa05226	Gastric cancer
33584	hsa05230	Central carbon metabolism in cancer
33585	hsa05231	Choline metabolism in cancer
33586	hsa05418	Fluid shear stress and atherosclerosis
33587	hsa04145	Phagosome
33588	hsa04210	Apoptosis
33589	hsa04530	Tight junction
33590	hsa04540	Gap junction
33591	hsa05130	Pathogenic Escherichia coli infection
33592	hsa03013	RNA transport
33593	hsa01521	EGFR tyrosine kinase inhibitor resistance
33594	hsa01522	Endocrine resistance
33595	hsa01524	Platinum drug resistance
33596	hsa04012	ErbB signaling pathway
33597	hsa04014	Ras signaling pathway
33598	hsa04015	Rap1 signaling pathway
33599	hsa04024	cAMP signaling pathway
33600	hsa04062	Chemokine signaling pathway
33601	hsa04066	HIF-1 signaling pathway
33602	hsa04068	FoxO signaling pathway
33603	hsa04070	Phosphatidylinositol signaling system
33604	hsa04071	Sphingolipid signaling pathway
33605	hsa04072	Phospholipase D signaling pathway
33606	hsa04140	Autophagy - animal
33607	hsa04150	mTOR signaling pathway
33608	hsa04151	PI3K-Akt signaling pathway
33609	hsa04152	AMPK signaling pathway
33610	hsa04210	Apoptosis
33611	hsa04211	Longevity regulating pathway
33612	hsa04213	Longevity regulating pathway - multiple species
33613	hsa04218	Cellular senescence
33614	hsa04360	Axon guidance
33615	hsa04370	VEGF signaling pathway
33616	hsa04380	Osteoclast differentiation
33617	hsa04510	Focal adhesion
33618	hsa04550	Signaling pathways regulating pluripotency of stem cells
33619	hsa04611	Platelet activation
33620	hsa04620	Toll-like receptor signaling pathway
33621	hsa04625	C-type lectin receptor signaling pathway
33622	hsa04630	Jak-STAT signaling pathway
33623	hsa04650	Natural killer cell mediated cytotoxicity
33624	hsa04660	T cell receptor signaling pathway
33625	hsa04662	B cell receptor signaling pathway
33626	hsa04664	Fc epsilon RI signaling pathway
33627	hsa04666	Fc gamma R-mediated phagocytosis
33628	hsa04668	TNF signaling pathway
33629	hsa04670	Leukocyte transendothelial migration
33630	hsa04722	Neurotrophin signaling pathway
33631	hsa04725	Cholinergic synapse
33632	hsa04750	Inflammatory mediator regulation of TRP channels
33633	hsa04810	Regulation of actin cytoskeleton
33634	hsa04910	Insulin signaling pathway
33635	hsa04914	Progesterone-mediated oocyte maturation
33636	hsa04915	Estrogen signaling pathway
33637	hsa04917	Prolactin signaling pathway
33638	hsa04919	Thyroid hormone signaling pathway
33639	hsa04923	Regulation of lipolysis in adipocytes
33640	hsa04926	Relaxin signaling pathway
33641	hsa04930	Type II diabetes mellitus
33642	hsa04931	Insulin resistance
33643	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
33644	hsa04933	AGE-RAGE signaling pathway in diabetic complications
33645	hsa04960	Aldosterone-regulated sodium reabsorption
33646	hsa04973	Carbohydrate digestion and absorption
33647	hsa05100	Bacterial invasion of epithelial cells
33648	hsa05142	Chagas disease (American trypanosomiasis)
33649	hsa05146	Amoebiasis
33650	hsa05160	Hepatitis C
33651	hsa05161	Hepatitis B
33652	hsa05162	Measles
33653	hsa05163	Human cytomegalovirus infection
33654	hsa05164	Influenza A
33655	hsa05165	Human papillomavirus infection
33656	hsa05166	Human T-cell leukemia virus 1 infection
33657	hsa05167	Kaposi sarcoma-associated herpesvirus infection
33658	hsa05168	Herpes simplex virus 1 infection
33659	hsa05169	Epstein-Barr virus infection
33660	hsa05170	Human immunodeficiency virus 1 infection
33661	hsa05200	Pathways in cancer
33662	hsa05203	Viral carcinogenesis
33663	hsa05205	Proteoglycans in cancer
33664	hsa05210	Colorectal cancer
33665	hsa05211	Renal cell carcinoma
33666	hsa05212	Pancreatic cancer
33667	hsa05213	Endometrial cancer
33668	hsa05214	Glioma
33669	hsa05215	Prostate cancer
33670	hsa05218	Melanoma
33671	hsa05220	Chronic myeloid leukemia
33672	hsa05221	Acute myeloid leukemia
33673	hsa05222	Small cell lung cancer
33674	hsa05223	Non-small cell lung cancer
33675	hsa05224	Breast cancer
33676	hsa05225	Hepatocellular carcinoma
33677	hsa05226	Gastric cancer
33678	hsa05230	Central carbon metabolism in cancer
33679	hsa05231	Choline metabolism in cancer
33680	hsa05418	Fluid shear stress and atherosclerosis
33681	hsa04140	Autophagy - animal
33682	hsa04152	AMPK signaling pathway
33683	hsa04211	Longevity regulating pathway
33684	hsa04920	Adipocytokine signaling pathway
33685	hsa04921	Oxytocin signaling pathway
33686	hsa05034	Alcoholism
33687	hsa00512	Mucin type O-glycan biosynthesis
33688	hsa01100	Metabolic pathways
33689	hsa04714	Thermogenesis
33690	hsa05225	Hepatocellular carcinoma
33691	hsa04714	Thermogenesis
33692	hsa05225	Hepatocellular carcinoma
33693	hsa03040	Spliceosome
33694	hsa05168	Herpes simplex virus 1 infection
33695	hsa05146	Amoebiasis
33696	hsa01521	EGFR tyrosine kinase inhibitor resistance
33697	hsa01522	Endocrine resistance
33698	hsa01524	Platinum drug resistance
33699	hsa04010	MAPK signaling pathway
33700	hsa04012	ErbB signaling pathway
33701	hsa04014	Ras signaling pathway
33702	hsa04015	Rap1 signaling pathway
33703	hsa04022	cGMP-PKG signaling pathway
33704	hsa04024	cAMP signaling pathway
33705	hsa04062	Chemokine signaling pathway
33706	hsa04066	HIF-1 signaling pathway
33707	hsa04068	FoxO signaling pathway
33708	hsa04071	Sphingolipid signaling pathway
33709	hsa04072	Phospholipase D signaling pathway
33710	hsa04114	Oocyte meiosis
33711	hsa04140	Autophagy - animal
33712	hsa04150	mTOR signaling pathway
33713	hsa04151	PI3K-Akt signaling pathway
33714	hsa04210	Apoptosis
33715	hsa04218	Cellular senescence
33716	hsa04261	Adrenergic signaling in cardiomyocytes
33717	hsa04270	Vascular smooth muscle contraction
33718	hsa04350	TGF-beta signaling pathway
33719	hsa04360	Axon guidance
33720	hsa04370	VEGF signaling pathway
33721	hsa04371	Apelin signaling pathway
33722	hsa04380	Osteoclast differentiation
33723	hsa04510	Focal adhesion
33724	hsa04520	Adherens junction
33725	hsa04540	Gap junction
33726	hsa04550	Signaling pathways regulating pluripotency of stem cells
33727	hsa04611	Platelet activation
33728	hsa04620	Toll-like receptor signaling pathway
33729	hsa04621	NOD-like receptor signaling pathway
33730	hsa04625	C-type lectin receptor signaling pathway
33731	hsa04650	Natural killer cell mediated cytotoxicity
33732	hsa04657	IL-17 signaling pathway
33733	hsa04658	Th1 and Th2 cell differentiation
33734	hsa04659	Th17 cell differentiation
33735	hsa04660	T cell receptor signaling pathway
33736	hsa04662	B cell receptor signaling pathway
33737	hsa04664	Fc epsilon RI signaling pathway
33738	hsa04666	Fc gamma R-mediated phagocytosis
33739	hsa04668	TNF signaling pathway
33740	hsa04713	Circadian entrainment
33741	hsa04720	Long-term potentiation
33742	hsa04722	Neurotrophin signaling pathway
33743	hsa04723	Retrograde endocannabinoid signaling
33744	hsa04724	Glutamatergic synapse
33745	hsa04725	Cholinergic synapse
33746	hsa04726	Serotonergic synapse
33747	hsa04730	Long-term depression
33748	hsa04810	Regulation of actin cytoskeleton
33749	hsa04910	Insulin signaling pathway
33750	hsa04912	GnRH signaling pathway
33751	hsa04914	Progesterone-mediated oocyte maturation
33752	hsa04915	Estrogen signaling pathway
33753	hsa04916	Melanogenesis
33754	hsa04917	Prolactin signaling pathway
33755	hsa04919	Thyroid hormone signaling pathway
33756	hsa04921	Oxytocin signaling pathway
33757	hsa04926	Relaxin signaling pathway
33758	hsa04928	Parathyroid hormone synthesis, secretion and action
33759	hsa04930	Type II diabetes mellitus
33760	hsa04933	AGE-RAGE signaling pathway in diabetic complications
33761	hsa04934	Cushing syndrome
33762	hsa04960	Aldosterone-regulated sodium reabsorption
33763	hsa05010	Alzheimer disease
33764	hsa05020	Prion diseases
33765	hsa05034	Alcoholism
33766	hsa05131	Shigellosis
33767	hsa05132	Salmonella infection
33768	hsa05133	Pertussis
33769	hsa05140	Leishmaniasis
33770	hsa05142	Chagas disease (American trypanosomiasis)
33771	hsa05145	Toxoplasmosis
33772	hsa05152	Tuberculosis
33773	hsa05160	Hepatitis C
33774	hsa05161	Hepatitis B
33775	hsa05163	Human cytomegalovirus infection
33776	hsa05164	Influenza A
33777	hsa05165	Human papillomavirus infection
33778	hsa05166	Human T-cell leukemia virus 1 infection
33779	hsa05167	Kaposi sarcoma-associated herpesvirus infection
33780	hsa05170	Human immunodeficiency virus 1 infection
33781	hsa05200	Pathways in cancer
33782	hsa05203	Viral carcinogenesis
33783	hsa05205	Proteoglycans in cancer
33784	hsa05206	MicroRNAs in cancer
33785	hsa05210	Colorectal cancer
33786	hsa05211	Renal cell carcinoma
33787	hsa05212	Pancreatic cancer
33788	hsa05213	Endometrial cancer
33789	hsa05214	Glioma
33790	hsa05215	Prostate cancer
33791	hsa05216	Thyroid cancer
33792	hsa05218	Melanoma
33793	hsa05219	Bladder cancer
33794	hsa05220	Chronic myeloid leukemia
33795	hsa05221	Acute myeloid leukemia
33796	hsa05223	Non-small cell lung cancer
33797	hsa05224	Breast cancer
33798	hsa05225	Hepatocellular carcinoma
33799	hsa05226	Gastric cancer
33800	hsa05230	Central carbon metabolism in cancer
33801	hsa05231	Choline metabolism in cancer
33802	hsa00561	Glycerolipid metabolism
33803	hsa00564	Glycerophospholipid metabolism
33804	hsa01100	Metabolic pathways
33805	hsa04150	mTOR signaling pathway
33806	hsa01522	Endocrine resistance
33807	hsa04015	Rap1 signaling pathway
33808	hsa04020	Calcium signaling pathway
33809	hsa04024	cAMP signaling pathway
33810	hsa04072	Phospholipase D signaling pathway
33811	hsa04261	Adrenergic signaling in cardiomyocytes
33812	hsa04270	Vascular smooth muscle contraction
33813	hsa04540	Gap junction
33814	hsa04611	Platelet activation
33815	hsa04713	Circadian entrainment
33816	hsa04714	Thermogenesis
33817	hsa04724	Glutamatergic synapse
33818	hsa04726	Serotonergic synapse
33819	hsa04728	Dopaminergic synapse
33820	hsa04730	Long-term depression
33821	hsa04750	Inflammatory mediator regulation of TRP channels
33822	hsa04911	Insulin secretion
33823	hsa04912	GnRH signaling pathway
33824	hsa04913	Ovarian steroidogenesis
33825	hsa04915	Estrogen signaling pathway
33826	hsa04916	Melanogenesis
33827	hsa04918	Thyroid hormone synthesis
33828	hsa04921	Oxytocin signaling pathway
33829	hsa04922	Glucagon signaling pathway
33830	hsa04923	Regulation of lipolysis in adipocytes
33831	hsa04924	Renin secretion
33832	hsa04925	Aldosterone synthesis and secretion
33833	hsa04926	Relaxin signaling pathway
33834	hsa04927	Cortisol synthesis and secretion
33835	hsa04928	Parathyroid hormone synthesis, secretion and action
33836	hsa04934	Cushing syndrome
33837	hsa04961	Endocrine and other factor-regulated calcium reabsorption
33838	hsa04962	Vasopressin-regulated water reabsorption
33839	hsa04970	Salivary secretion
33840	hsa04971	Gastric acid secretion
33841	hsa04972	Pancreatic secretion
33842	hsa04976	Bile secretion
33843	hsa05030	Cocaine addiction
33844	hsa05031	Amphetamine addiction
33845	hsa05032	Morphine addiction
33846	hsa05034	Alcoholism
33847	hsa05110	Vibrio cholerae infection
33848	hsa05142	Chagas disease (American trypanosomiasis)
33849	hsa05146	Amoebiasis
33850	hsa05163	Human cytomegalovirus infection
33851	hsa05165	Human papillomavirus infection
33852	hsa05200	Pathways in cancer
33853	hsa05414	Dilated cardiomyopathy (DCM)
33854	hsa00561	Glycerolipid metabolism
33855	hsa00564	Glycerophospholipid metabolism
33856	hsa01100	Metabolic pathways
33857	hsa04150	mTOR signaling pathway
33858	hsa00561	Glycerolipid metabolism
33859	hsa00564	Glycerophospholipid metabolism
33860	hsa01100	Metabolic pathways
33861	hsa04150	mTOR signaling pathway
33862	hsa00562	Inositol phosphate metabolism
33863	hsa01100	Metabolic pathways
33864	hsa04070	Phosphatidylinositol signaling system
33865	hsa04140	Autophagy - animal
33866	hsa04120	Ubiquitin mediated proteolysis
33867	hsa05165	Human papillomavirus infection
33868	hsa05203	Viral carcinogenesis
33869	hsa04136	Autophagy - other
33870	hsa04140	Autophagy - animal
33871	hsa04512	ECM-receptor interaction
33872	hsa04512	ECM-receptor interaction
33873	hsa05206	MicroRNAs in cancer
33874	hsa04218	Cellular senescence
33875	hsa05206	MicroRNAs in cancer
33876	hsa04218	Cellular senescence
33877	hsa04010	MAPK signaling pathway
33878	hsa04014	Ras signaling pathway
33879	hsa04062	Chemokine signaling pathway
33880	hsa04151	PI3K-Akt signaling pathway
33881	hsa04371	Apelin signaling pathway
33882	hsa04713	Circadian entrainment
33883	hsa04723	Retrograde endocannabinoid signaling
33884	hsa04724	Glutamatergic synapse
33885	hsa04725	Cholinergic synapse
33886	hsa04726	Serotonergic synapse
33887	hsa04727	GABAergic synapse
33888	hsa04728	Dopaminergic synapse
33889	hsa04810	Regulation of actin cytoskeleton
33890	hsa04926	Relaxin signaling pathway
33891	hsa05032	Morphine addiction
33892	hsa05034	Alcoholism
33893	hsa05163	Human cytomegalovirus infection
33894	hsa05167	Kaposi sarcoma-associated herpesvirus infection
33895	hsa05170	Human immunodeficiency virus 1 infection
33896	hsa05200	Pathways in cancer
33897	hsa05206	MicroRNAs in cancer
33898	hsa03050	Proteasome
33899	hsa05169	Epstein-Barr virus infection
33900	hsa04360	Axon guidance
33901	hsa05166	Human T-cell leukemia virus 1 infection
33902	hsa00514	Other types of O-glycan biosynthesis
33903	hsa04931	Insulin resistance
33904	hsa01521	EGFR tyrosine kinase inhibitor resistance
33905	hsa01524	Platinum drug resistance
33906	hsa04014	Ras signaling pathway
33907	hsa04064	NF-kappa B signaling pathway
33908	hsa04115	p53 signaling pathway
33909	hsa04137	Mitophagy - animal
33910	hsa04140	Autophagy - animal
33911	hsa04151	PI3K-Akt signaling pathway
33912	hsa04210	Apoptosis
33913	hsa04215	Apoptosis - multiple species
33914	hsa04621	NOD-like receptor signaling pathway
33915	hsa04630	Jak-STAT signaling pathway
33916	hsa05014	Amyotrophic lateral sclerosis (ALS)
33917	hsa05145	Toxoplasmosis
33918	hsa05162	Measles
33919	hsa05166	Human T-cell leukemia virus 1 infection
33920	hsa05168	Herpes simplex virus 1 infection
33921	hsa05170	Human immunodeficiency virus 1 infection
33922	hsa05200	Pathways in cancer
33923	hsa05202	Transcriptional misregulation in cancer
33924	hsa05212	Pancreatic cancer
33925	hsa05220	Chronic myeloid leukemia
33926	hsa05222	Small cell lung cancer
33927	hsa05225	Hepatocellular carcinoma
33928	hsa04144	Endocytosis
33929	hsa04217	Necroptosis
33930	hsa03013	RNA transport
33931	hsa03013	RNA transport
33932	hsa04145	Phagosome
33933	hsa04540	Gap junction
33934	hsa05130	Pathogenic Escherichia coli infection
33935	hsa00600	Sphingolipid metabolism
33936	hsa01100	Metabolic pathways
33937	hsa04071	Sphingolipid signaling pathway
33938	hsa00600	Sphingolipid metabolism
33939	hsa01100	Metabolic pathways
33940	hsa04071	Sphingolipid signaling pathway
33941	hsa04110	Cell cycle
33942	hsa04350	TGF-beta signaling pathway
33943	hsa04068	FoxO signaling pathway
33944	hsa04110	Cell cycle
33945	hsa04151	PI3K-Akt signaling pathway
33946	hsa04218	Cellular senescence
33947	hsa05165	Human papillomavirus infection
33948	hsa05203	Viral carcinogenesis
33949	hsa04068	FoxO signaling pathway
33950	hsa04110	Cell cycle
33951	hsa04151	PI3K-Akt signaling pathway
33952	hsa04218	Cellular senescence
33953	hsa05165	Human papillomavirus infection
33954	hsa05203	Viral carcinogenesis
33955	hsa00531	Glycosaminoglycan degradation
33956	hsa01100	Metabolic pathways
33957	hsa04142	Lysosome
33958	hsa00531	Glycosaminoglycan degradation
33959	hsa01100	Metabolic pathways
33960	hsa04142	Lysosome
33961	hsa04022	cGMP-PKG signaling pathway
33962	hsa04024	cAMP signaling pathway
33963	hsa04151	PI3K-Akt signaling pathway
33964	hsa04152	AMPK signaling pathway
33965	hsa04211	Longevity regulating pathway
33966	hsa04261	Adrenergic signaling in cardiomyocytes
33967	hsa04668	TNF signaling pathway
33968	hsa04714	Thermogenesis
33969	hsa04725	Cholinergic synapse
33970	hsa04728	Dopaminergic synapse
33971	hsa04911	Insulin secretion
33972	hsa04915	Estrogen signaling pathway
33973	hsa04916	Melanogenesis
33974	hsa04918	Thyroid hormone synthesis
33975	hsa04922	Glucagon signaling pathway
33976	hsa04925	Aldosterone synthesis and secretion
33977	hsa04926	Relaxin signaling pathway
33978	hsa04927	Cortisol synthesis and secretion
33979	hsa04928	Parathyroid hormone synthesis, secretion and action
33980	hsa04931	Insulin resistance
33981	hsa04934	Cushing syndrome
33982	hsa04962	Vasopressin-regulated water reabsorption
33983	hsa05016	Huntington disease
33984	hsa05030	Cocaine addiction
33985	hsa05031	Amphetamine addiction
33986	hsa05034	Alcoholism
33987	hsa05161	Hepatitis B
33988	hsa05163	Human cytomegalovirus infection
33989	hsa05165	Human papillomavirus infection
33990	hsa05166	Human T-cell leukemia virus 1 infection
33991	hsa05203	Viral carcinogenesis
33992	hsa05215	Prostate cancer
33993	hsa04714	Thermogenesis
33994	hsa00514	Other types of O-glycan biosynthesis
33995	hsa04152	AMPK signaling pathway
33996	hsa03013	RNA transport
33997	hsa05168	Herpes simplex virus 1 infection
33998	hsa00230	Purine metabolism
33999	hsa01100	Metabolic pathways
34000	hsa04020	Calcium signaling pathway
34001	hsa04022	cGMP-PKG signaling pathway
34002	hsa04024	cAMP signaling pathway
34003	hsa04260	Cardiac muscle contraction
34004	hsa04261	Adrenergic signaling in cardiomyocytes
34005	hsa04919	Thyroid hormone signaling pathway
34006	hsa04972	Pancreatic secretion
34007	hsa05010	Alzheimer disease
34008	hsa05410	Hypertrophic cardiomyopathy (HCM)
34009	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
34010	hsa05414	Dilated cardiomyopathy (DCM)
34011	hsa04020	Calcium signaling pathway
34012	hsa04022	cGMP-PKG signaling pathway
34013	hsa04024	cAMP signaling pathway
34014	hsa04260	Cardiac muscle contraction
34015	hsa04261	Adrenergic signaling in cardiomyocytes
34016	hsa04919	Thyroid hormone signaling pathway
34017	hsa04972	Pancreatic secretion
34018	hsa05010	Alzheimer disease
34019	hsa05410	Hypertrophic cardiomyopathy (HCM)
34020	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
34021	hsa05414	Dilated cardiomyopathy (DCM)
34022	hsa04015	Rap1 signaling pathway
34023	hsa04145	Phagosome
34024	hsa04210	Apoptosis
34025	hsa04390	Hippo signaling pathway
34026	hsa04510	Focal adhesion
34027	hsa04520	Adherens junction
34028	hsa04530	Tight junction
34029	hsa04611	Platelet activation
34030	hsa04670	Leukocyte transendothelial migration
34031	hsa04714	Thermogenesis
34032	hsa04810	Regulation of actin cytoskeleton
34033	hsa04919	Thyroid hormone signaling pathway
34034	hsa04921	Oxytocin signaling pathway
34035	hsa05100	Bacterial invasion of epithelial cells
34036	hsa05110	Vibrio cholerae infection
34037	hsa05130	Pathogenic Escherichia coli infection
34038	hsa05131	Shigellosis
34039	hsa05132	Salmonella infection
34040	hsa05164	Influenza A
34041	hsa05205	Proteoglycans in cancer
34042	hsa05225	Hepatocellular carcinoma
34043	hsa05410	Hypertrophic cardiomyopathy (HCM)
34044	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
34045	hsa05414	Dilated cardiomyopathy (DCM)
34046	hsa05416	Viral myocarditis
34047	hsa05418	Fluid shear stress and atherosclerosis
34048	hsa04144	Endocytosis
34049	hsa04530	Tight junction
34050	hsa04810	Regulation of actin cytoskeleton
34051	hsa05132	Salmonella infection
34052	hsa01522	Endocrine resistance
34053	hsa04330	Notch signaling pathway
34054	hsa04658	Th1 and Th2 cell differentiation
34055	hsa04919	Thyroid hormone signaling pathway
34056	hsa05165	Human papillomavirus infection
34057	hsa05200	Pathways in cancer
34058	hsa05206	MicroRNAs in cancer
34059	hsa05224	Breast cancer
34060	hsa00230	Purine metabolism
34061	hsa00670	One carbon pool by folate
34062	hsa01100	Metabolic pathways
34063	hsa01523	Antifolate resistance
34064	hsa00230	Purine metabolism
34065	hsa00670	One carbon pool by folate
34066	hsa01100	Metabolic pathways
34067	hsa01523	Antifolate resistance
34068	hsa00190	Oxidative phosphorylation
34069	hsa01100	Metabolic pathways
34070	hsa04142	Lysosome
34071	hsa04145	Phagosome
34072	hsa04721	Synaptic vesicle cycle
34073	hsa04966	Collecting duct acid secretion
34074	hsa05110	Vibrio cholerae infection
34075	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
34076	hsa05152	Tuberculosis
34077	hsa05165	Human papillomavirus infection
34078	hsa05323	Rheumatoid arthritis
34079	hsa04530	Tight junction
34080	hsa04810	Regulation of actin cytoskeleton
34081	hsa05205	Proteoglycans in cancer
34082	hsa05206	MicroRNAs in cancer
34083	hsa04530	Tight junction
34084	hsa04810	Regulation of actin cytoskeleton
34085	hsa05205	Proteoglycans in cancer
34086	hsa05206	MicroRNAs in cancer
34087	hsa04120	Ubiquitin mediated proteolysis
34088	hsa04120	Ubiquitin mediated proteolysis
34089	hsa03008	Ribosome biogenesis in eukaryotes
34090	hsa05100	Bacterial invasion of epithelial cells
34091	hsa05100	Bacterial invasion of epithelial cells
34092	hsa04110	Cell cycle
34093	hsa04114	Oocyte meiosis
34094	hsa04151	PI3K-Akt signaling pathway
34095	hsa04390	Hippo signaling pathway
34096	hsa05130	Pathogenic Escherichia coli infection
34097	hsa05160	Hepatitis C
