pathway	gene1	gene2
hsa05152	NFYA	HLA-DMA
hsa05152	NFYA	CD74
hsa05152	CREB1	HLA-DMA
hsa05152	CREB1	CD74
hsa05152	NFKB1	CEBPB
hsa05152	NFKB1	NOS2
hsa05152	NFKB1	TNF
hsa05152	NFKB1	IL6
hsa05152	NFKB1	IL12A
hsa05152	NFKB1	IL18
hsa05152	NFKB1	IL23A
hsa05152	NFKB1	IL1A
hsa05152	MAPK14	NOS2
hsa05152	MAPK14	NOS2
hsa05152	MAPK1	NOS2
hsa05152	MAPK1	NOS2
hsa05152	MAPK8	NOS2
hsa05152	MAPK8	NOS2
hsa05152	MAPK14	TNF
hsa05152	MAPK14	TNF
hsa05152	MAPK14	IL6
hsa05152	MAPK14	IL6
hsa05152	MAPK14	IL12A
hsa05152	MAPK14	IL12A
hsa05152	MAPK14	IL18
hsa05152	MAPK14	IL18
hsa05152	MAPK14	IL23A
hsa05152	MAPK14	IL23A
hsa05152	MAPK14	IL1A
hsa05152	MAPK14	IL1A
hsa05152	MAPK1	TNF
hsa05152	MAPK1	TNF
hsa05152	MAPK1	IL6
hsa05152	MAPK1	IL6
hsa05152	MAPK1	IL12A
hsa05152	MAPK1	IL12A
hsa05152	MAPK1	IL18
hsa05152	MAPK1	IL18
hsa05152	MAPK1	IL23A
hsa05152	MAPK1	IL23A
hsa05152	MAPK1	IL1A
hsa05152	MAPK1	IL1A
hsa05152	MAPK8	TNF
hsa05152	MAPK8	TNF
hsa05152	MAPK8	IL6
hsa05152	MAPK8	IL6
hsa05152	MAPK8	IL12A
hsa05152	MAPK8	IL12A
hsa05152	MAPK8	IL18
hsa05152	MAPK8	IL18
hsa05152	MAPK8	IL23A
hsa05152	MAPK8	IL23A
hsa05152	MAPK8	IL1A
hsa05152	MAPK8	IL1A
hsa05152	MYD88	IFNA1
hsa05152	MYD88	IFNA1
hsa05152	MYD88	IFNB1
hsa05152	MYD88	IFNB1
hsa05152	C21790...	CLEC4E
hsa05152	C00338	TLR4
hsa05152	IFNG	IFNGR1
hsa05152	STAT1	CIITA
hsa05152	STAT1	NOS2
hsa05152	C01673	VDR
hsa05152	CTSS	RFX5...
hsa05152	CTSS	RFX5...
hsa05152	CTSS	NFYA
hsa05152	CTSS	NFYA
hsa05152	CTSS	CREB1
hsa05152	G13106...	CLEC4M
hsa05152	G13101	CLEC4M
hsa05152	G13115	CLEC4M
hsa05152	G13105...	PLA2R1
hsa05152	G13115	SPHK2
hsa05152	G13115	SPHK2
hsa05152	G13115	PLA2R1
hsa05165	WNT16...	FZD10
hsa05165	FZD10	DVL1
hsa05165	UBE3A	CTNNB1
hsa05165	TLR3	TICAM1
hsa05165	TICAM1	TRAF3
hsa05165	PTK2	PXN
hsa05165	TNF	TNFRSF1A
hsa05165	TRADD	FADD
hsa05165	FASLG	FAS
hsa05165	FAS	FADD
hsa05165	FADD	CASP8
hsa05165	CASP8	CASP3
hsa05165	PDGFRB	PIK3CA
hsa05165	PIK3CA	C05981
hsa05165	C05981	AKT3
hsa05165	PDGFRB	GRB2
hsa05165	EGF	EGFR
hsa05165	EGFR	GRB2
hsa05165	GRB2	SOS1
hsa05165	SOS1	HRAS
hsa05165	HRAS	RAF1
hsa05165	C00584	PTGER4
hsa05165	PTGER4	GNAS
hsa05165	C00575	PRKACA
hsa05165	PRKACA	CREB3
hsa05165	JAG1	NOTCH1
hsa05165	DVL1	GSK3B
hsa05165	CREBBP	TP53
hsa05165	TADA3	TP53
hsa05165	PTEN	C05981
hsa05165	PPP2R3B	AKT3
hsa05165	RHEB	MTOR
hsa05165	MTOR	RPS6KB1
hsa05165	MTOR	RPS6KB1
hsa05165	MTOR	EIF4EBP1
hsa05165	MTOR	EIF4EBP1
hsa05165	UBE3A	TP53
hsa05165	RB1	E2F1
hsa05165	AKT3	FOXO1
hsa05165	MDM2	TP53
hsa05165	TCIRG1	EGFR
hsa05165	IRF3	IFNB1
hsa05165	FOXO1	CDKN1B
hsa05165	FOXO1	CDKN1A
hsa05165	TP53	CDKN1B
hsa05165	TP53	CDKN1A
hsa05165	IRF1	IFNB1
hsa05165	CREB3	PTGER4
hsa05165	EGFR	PTGS2
hsa05165	LFNG	NOTCH1
hsa05165	E2F1	CCNA2
hsa05165	E2F1	CCNE1
hsa05165	PRKACA	BAX
hsa05165	PRKACA	BAX
hsa05165	AKT3	BAD
hsa05165	AKT3	BAD
hsa05165	AKT3	GSK3B
hsa05165	AKT3	GSK3B
hsa05165	GSK3B	CCND1
hsa05165	GSK3B	CCND1
hsa05165	AKT3	CHUK
hsa05165	AKT3	CHUK
hsa05165	AKT3	MDM2
hsa05165	AKT3	MDM2
hsa05165	CHUK	NFKB1
hsa05165	CHUK	NFKB1
hsa05165	EGFR	PIK3CA
hsa05165	EGFR	PIK3CA
hsa05165	GNAS	C00575
hsa05165	GNAS	C00575
hsa05165	CTNNB1	TERT
hsa05165	TERT	TCF7
hsa05165	AKT3	VEGFA
hsa05165	AKT3	VEGFA
hsa05165	RAF1	MAP2K1
hsa05165	RAF1	MAP2K1
hsa05165	MAP2K1	MAPK1
hsa05165	MAP2K1	MAPK1
hsa05165	PTGS2	C00584
hsa05165	STAT1	STAT2
hsa05165	STAT2	STAT1
hsa05165	PSMC1	RB1
hsa05165	UBE3A	NFX1
hsa05165	NFX1	TERT
hsa05323	CD80	CD28
hsa05323	CD80	CTLA4
hsa05323	TNFSF11	TNFRSF11A
hsa05323	VEGFA	FLT1
hsa05323	ANGPT1	TEK
hsa05323	TLR2	FOS
hsa05323	TLR2	FOS
hsa05323	ITGAL	ICAM1
hsa00970	MARS	MTFMT
hsa00970	IARS	Valine
hsa00970	VARS2	Valine
hsa00970	LARS2	Valine
hsa00970	CARS2	Cysteine and methionine metabolism
hsa00970	RARS2	Arginine and proline metabolism
hsa00970	WARS2	Tryptophan metabolism
hsa00970	HARS2	Histidine metabolism
hsa00970	FARSB	Phenylalanine
hsa00970	SARS2	PSTK
hsa00970	PSTK	SEPSECS
hsa00970	GATC	QARS
hsa00970	GATC	NARS
hsa00970	Glycine	TARSL2...
hsa00970	Glycine	GARS
hsa00970	Glycine	SARS2
hsa00970	Glycine	SARS2
hsa00970	Arginine and proline metabolism	EPRS
hsa00970	Phenylalanine	YARS2
hsa00970	Lysine biosynthesis	KARS
hsa00970	EARS2	Alanine
hsa00970	QARS	Alanine
hsa00970	AARS	Alanine
hsa00970	DARS	Alanine
hsa00970	NARS	Alanine
hsa00970	Cysteine and methionine metabolism	MARS
hsa05034	C03758	DRD2
hsa05034	DRD2	GNB5
hsa05034	GNB5	ADCY5
hsa05034	C00575	PRKACA
hsa05034	C03758	DRD1
hsa05034	DRD1	GNAS
hsa05034	GNAS	ADCY5
hsa05034	C00212	ADORA2A
hsa05034	ADORA2A	GNAS
hsa05034	GNAS	ADCY5
hsa05034	BDNF	NTRK2
hsa05034	SOS1	HRAS
hsa05034	HRAS	ARAF
hsa05034	C03758	DRD1
hsa05034	DRD1	GNAS
hsa05034	GNAS	ADCY5
hsa05034	ADCY5	C00575
hsa05034	C00575	PRKACA
hsa05034	CALML6	CAMKK2
hsa05034	CAMKK2	CAMK4
hsa05034	CALML6	HRAS
hsa05034	HRAS	ARAF
hsa05034	ADCY5	C00575
hsa05034	ARAF	MAP2K1
hsa05034	ARAF	MAP2K1
hsa05034	MAP2K1	MAPK1
hsa05034	MAP2K1	MAPK1
hsa05034	ARAF	MAP2K1
hsa05034	ARAF	MAP2K1
hsa05034	MAP2K1	MAPK1
hsa05034	MAP2K1	MAPK1
hsa05034	PRKACA	PPP1R1B
hsa05034	PRKACA	PPP1R1B
hsa05034	PRKACA	GRIN3A
hsa05034	PRKACA	GRIN3A
hsa05034	C00469	GRIN3A
hsa05034	PKIA	PRKACA
hsa05034	PPP1R1B	PPP1CA
hsa05034	PPP1CA	GRIN3A
hsa05034	PPP1CA	GRIN3A
hsa05034	C00469	SLC29A1
hsa05034	CREB3	CRH
hsa05034	CREB3	NPY
hsa05034	CREB3	BDNF
hsa05034	CREB3	FOSB
hsa05034	PRKACA	CREB3
hsa05034	PRKACA	CREB3
hsa05034	CAMK4	CREB3
hsa05034	CAMK4	CREB3
hsa05034	PRKACA	CREB3
hsa05034	PRKACA	CREB3
hsa05034	MAPK1	CREB3
hsa05034	MAPK1	CREB3
hsa05034	MAPK1	PDYN
hsa05034	MAPK1	PDYN
hsa05202	CEBPA	PER2
hsa05202	SPI1	CD14
hsa05202	SPI1	ITGAM
hsa05202	SPI1	FCGR1A
hsa05202	SIN3A	NCOR1
hsa05202	RXRA	PPARG
hsa05202	LYL1	TCF3
hsa05202	SP1	ZBTB17
hsa05202	NFKBIZ	NFKB1
hsa05322	CD80	CD28
hsa05322	CD40LG	CD40
hsa05322	IGH	FCGR1A
hsa05322	IGH	FCGR1A
hsa01521	EGF	EGFR
hsa01521	TGFA	EGFR
hsa01521	HGF	MET
hsa01521	MET	ERBB3
hsa01521	MET	ERBB3
hsa01521	IGF1	IGF1R
hsa01521	TGFA	EGFR
hsa01521	VEGFA	KDR
hsa01521	PDGFA	PDGFRA
hsa01521	FGF2	FGFR3
hsa01521	GAS6	AXL
hsa01521	IL6	IL6R
hsa01521	D01977	EGFR
hsa01521	D01977	EGFR
hsa01521	D01977	EGFR
hsa01521	D01977	EGFR
hsa01521	D01977	EGFR
hsa01521	D01977	EGFR
hsa01521	D07907	EGFR
hsa01521	D07907	EGFR
hsa01521	D07907	EGFR
hsa01521	D07907	EGFR
hsa01521	D07907	EGFR
hsa01521	D07907	EGFR
hsa01521	EGFR	JAK1
hsa01521	EGFR	SRC
hsa01521	EGFR	GAB1
hsa01521	EGFR	PLCG1
hsa01521	EGFR	SHC2
hsa01521	MET	JAK1
hsa01521	MET	SRC
hsa01521	MET	GAB1
hsa01521	MET	PLCG1
hsa01521	MET	SHC2
hsa01521	IGF1R	JAK1
hsa01521	IGF1R	SRC
hsa01521	IGF1R	GAB1
hsa01521	IGF1R	PLCG1
hsa01521	IGF1R	SHC2
hsa01521	EGFR	JAK1
hsa01521	EGFR	SRC
hsa01521	EGFR	GAB1
hsa01521	EGFR	PLCG1
hsa01521	EGFR	SHC2
hsa01521	KDR	JAK1
hsa01521	KDR	SRC
hsa01521	KDR	GAB1
hsa01521	KDR	PLCG1
hsa01521	KDR	SHC2
hsa01521	PDGFRA	JAK1
hsa01521	PDGFRA	SRC
hsa01521	PDGFRA	GAB1
hsa01521	PDGFRA	PLCG1
hsa01521	PDGFRA	SHC2
hsa01521	FGFR3	JAK1
hsa01521	FGFR3	SRC
hsa01521	FGFR3	GAB1
hsa01521	FGFR3	PLCG1
hsa01521	FGFR3	SHC2
hsa01521	AXL	JAK1
hsa01521	AXL	SRC
hsa01521	AXL	GAB1
hsa01521	AXL	PLCG1
hsa01521	AXL	SHC2
hsa01521	IL6R	JAK1
hsa01521	IL6R	SRC
hsa01521	IL6R	GAB1
hsa01521	IL6R	PLCG1
hsa01521	IL6R	SHC2
hsa01521	JAK1	STAT3
hsa01521	JAK1	STAT3
hsa01521	SRC	STAT3
hsa01521	SRC	STAT3
hsa01521	GAB1	PIK3CA
hsa01521	PIK3CA	C05981
hsa01521	C05981	AKT3
hsa01521	PTEN	C05981
hsa01521	PTEN	C05981
hsa01521	AKT3	MTOR
hsa01521	AKT3	MTOR
hsa01521	MTOR	RPS6KB1
hsa01521	MTOR	RPS6KB1
hsa01521	RPS6KB1	RPS6
hsa01521	MTOR	EIF4EBP1
hsa01521	MTOR	EIF4EBP1
hsa01521	EIF4EBP1	EIF4E
hsa01521	AKT3	BAD
hsa01521	AKT3	BAD
hsa01521	AKT3	GSK3B
hsa01521	AKT3	GSK3B
hsa01521	AKT3	FOXO3
hsa01521	AKT3	FOXO3
hsa01521	FOXO3	BCL2L11
hsa01521	PLCG1	C00165
hsa01521	C00165	PRKCA
hsa01521	PRKCA	ARAF
hsa01521	PRKCA	ARAF
hsa01521	SHC2	GRB2
hsa01521	GRB2	SOS1
hsa01521	SOS1	HRAS
hsa01521	HRAS	ARAF
hsa01521	ARAF	MAP2K1
hsa01521	ARAF	MAP2K1
hsa01521	MAP2K1	MAPK1
hsa01521	MAP2K1	MAPK1
hsa01521	NF1	HRAS
hsa01521	NF1	HRAS
hsa01521	MAPK1	BCL2L11
hsa01521	MAPK1	BCL2L11
hsa01521	BCL2L11	BAX
hsa01521	BCL2L11	BCL2L1
hsa01521	BCL2L11	BCL2
hsa01521	BCL2L1	BAX
hsa01521	BCL2	BAX
hsa01521	STAT3	STAT3
hsa04066	IL6	IL6R
hsa04066	C00338	TLR4
hsa04066	IFNG	IFNGR1
hsa04066	EGF	EGFR
hsa04066	MAP2K1	MAPK1
hsa04066	MAPK1	MKNK2
hsa04066	PIK3CA	AKT3
hsa04066	MTOR	RPS6KB1
hsa04066	RPS6KB1	RPS6
hsa04066	MKNK2	EIF4E
hsa04066	C00704	PLCG1
hsa04066	C00165	PRKCA
hsa04066	PRKCA	MTOR
hsa04066	C00007	EGLN2
hsa04066	C14818	EGLN2
hsa04066	C00072	EGLN2
hsa04066	C00026	EGLN2
hsa04066	C00076	CAMK2A
hsa04066	CAMK2A	CREBBP
hsa04066	EGLN2	HIF1A
hsa04066	IL6R	STAT3
hsa04066	IL6R	STAT3
hsa04066	TLR4	NFKB1
hsa04066	TLR4	NFKB1
hsa04066	IFNGR1	NFKB1
hsa04066	IFNGR1	NFKB1
hsa04066	PRKCA	EGLN2
hsa04066	C00533	EGLN2
hsa04066	MAPK1	EIF4EBP1
hsa04066	MTOR	EIF4EBP1
hsa04066	PDK1	PDHA1
hsa04066	PDK1	PDHA1
hsa04066	STAT3	HIF1A
hsa04066	NFKB1	HIF1A
hsa04066	EGFR	MAP2K1
hsa04066	EGFR	MAP2K1
hsa04066	EGFR	PIK3CA
hsa04066	EGFR	PIK3CA
hsa04066	AKT3	MTOR
hsa04066	AKT3	MTOR
hsa04066	CYBB	C00704
hsa04066	PLCG1	C00165
hsa04066	PLCG1	C01245
hsa04066	EIF4EBP1	EIF4E
hsa04150	SLC7A5	SLC3A2
hsa04150	STRADB	STK11
hsa04150	STK11	CAB39
hsa04150	RRAGB	RRAGD
hsa04150	FNIP2	FLCN
hsa04150	FZD10	LRP6
hsa04150	TSC1	107080638...
hsa04150	MTOR	MLST8
hsa04150	MTOR	TELO2
hsa04150	MTOR	RPTOR
hsa04150	MTOR	TTI1
hsa04150	MTOR	MLST8
hsa04150	MTOR	TELO2
hsa04150	MTOR	TTI1
hsa04150	MTOR	RICTOR
hsa04150	RICTOR	MAPKAP1
hsa04150	RICTOR	PRR5
hsa04150	TELO2	TTI1
hsa04150	TELO2	TTI1
hsa04150	SLC38A9	LAMTOR5
hsa04150	ATP6V1G3	LAMTOR5
hsa04150	LAMTOR5	RRAGB
hsa04150	FNIP2	RRAGD
hsa04150	FLCN	RRAGD
hsa04150	WNT16...	FZD10
hsa04150	WNT16...	LRP6
hsa04150	FZD10	DVL1
hsa04150	LRP6	DVL1
hsa04150	C00020	PRKAA1
hsa04150	TNF	TNFRSF1A
hsa04150	TNFRSF1A	IKBKB
hsa04150	IGF1	IGF1R
hsa04150	IGF1R	GRB2
hsa04150	GRB2	SOS1
hsa04150	IGF1R	IRS1
hsa04150	SOS1	HRAS
hsa04150	HRAS	RAF1
hsa04150	PIK3CA	C05981
hsa04150	C05981	PDPK1
hsa04150	AKT3	CHUK
hsa04150	STRADB	PRKAA1
hsa04150	STRADB	PRKAA1
hsa04150	STK11	PRKAA1
hsa04150	STK11	PRKAA1
hsa04150	CAB39	PRKAA1
hsa04150	CAB39	PRKAA1
hsa04150	PRKAA1	TSC1
hsa04150	PRKAA1	TSC1
hsa04150	PRKAA1	107080638...
hsa04150	PRKAA1	107080638...
hsa04150	GSK3B	TSC1
hsa04150	GSK3B	TSC1
hsa04150	GSK3B	107080638...
hsa04150	GSK3B	107080638...
hsa04150	RAF1	MAP2K1
hsa04150	RAF1	MAP2K1
hsa04150	MAP2K1	MAPK1
hsa04150	MAP2K1	MAPK1
hsa04150	MAPK1	RPS6KA6
hsa04150	MAPK1	RPS6KA6
hsa04150	PDPK1	AKT3
hsa04150	PDPK1	AKT3
hsa04150	IRS1	PIK3CA
hsa04150	IRS1	PIK3CA
hsa04150	RPS6KA6	TSC1
hsa04150	RPS6KA6	TSC1
hsa04150	RPS6KA6	107080638...
hsa04150	RPS6KA6	107080638...
hsa04150	IKBKB	TSC1
hsa04150	IKBKB	TSC1
hsa04150	IKBKB	107080638...
hsa04150	IKBKB	107080638...
hsa04150	MAPK1	TSC1
hsa04150	MAPK1	TSC1
hsa04150	MAPK1	107080638...
hsa04150	MAPK1	107080638...
hsa04150	RPS6KB1	IRS1
hsa04150	RPS6KB1	IRS1
hsa04150	PTEN	C05981
hsa04150	PTEN	C05981
hsa04150	GRB10	IGF1R
hsa04150	DVL1	GSK3B
hsa04150	TSC1	RHEB
hsa04150	107080638...	RHEB
hsa04150	DEPTOR	MTOR
hsa04150	DEPTOR	MTOR
hsa04150	AKT1S1	RPTOR
hsa04150	AKT1S1	MTOR
hsa04150	AKT3	AKT1S1
hsa04150	AKT3	AKT1S1
hsa04150	NPRL2	RRAGB
hsa04150	MIOS	NPRL2
hsa04150	SESN2	MIOS
hsa04150	C00123	SESN2
hsa04150	SKP2	RRAGB
hsa04150	SKP2	RRAGB
hsa04150	RNF152	RRAGB
hsa04150	RNF152	RRAGB
hsa04150	RPS6KB1	EIF4B
hsa04150	RPS6KB1	EIF4B
hsa04150	RPS6KB1	RPS6
hsa04150	RPS6KB1	RPS6
hsa04150	EIF4EBP1	EIF4E
hsa04150	AKT3	107080638...
hsa04150	AKT3	107080638...
hsa04150	AKT3	TSC1
hsa04150	AKT3	TSC1
hsa04150	DDIT4	TSC1
hsa04150	DDIT4	107080638...
hsa04151	CSF1	CSF1R
hsa04151	CSF1R	GRB2
hsa04151	GRB2	SOS1
hsa04151	SOS1	HRAS
hsa04151	HRAS	RAF1
hsa04151	RAF1	MAP2K1
hsa04151	RAF1	MAP2K1
hsa04151	MAP2K1	MAPK1
hsa04151	MAP2K1	MAPK1
hsa04151	MTOR	RPS6KB1
hsa04151	MTOR	RPS6KB1
hsa04151	RPS6KB1	EIF4B
hsa04151	RPS6KB1	EIF4B
hsa04151	RPS6KB1	RPS6
hsa04151	RPS6KB1	RPS6
hsa04151	C00020	PRKAA1
hsa04151	STK11	PRKAA1
hsa04151	CSF1R	IRS1
hsa04151	IRS1	PIK3CA
hsa04151	HRAS	PIK3CA
hsa04151	TLR2	RAC1
hsa04151	RAC1	PIK3CA
hsa04151	SYK	CD19
hsa04151	SYK	CD19
hsa04151	JAK1	PIK3CA
hsa04151	PTK2	PIK3CA
hsa04151	PIK3CA	C05981
hsa04151	C05981	PDPK1
hsa04151	PDPK1	RPS6KB1
hsa04151	PDPK1	RPS6KB1
hsa04151	PDPK1	PRKCA
hsa04151	PDPK1	PRKCA
hsa04151	PDPK1	PKN3
hsa04151	PDPK1	PKN3
hsa04151	PDPK1	C8orf44-SGK3...
hsa04151	PDPK1	C8orf44-SGK3...
hsa04151	PIK3R6	C05981
hsa04151	C05981	AKT3
hsa04151	AKT3	NOS3
hsa04151	AKT3	NOS3
hsa04151	AKT3	CREB3
hsa04151	AKT3	CREB3
hsa04151	AKT3	CHUK
hsa04151	AKT3	CHUK
hsa04151	AKT3	MDM2
hsa04151	AKT3	MDM2
hsa04151	AKT3	RAF1
hsa04151	AKT3	RAF1
hsa04151	AKT3	GSK3B
hsa04151	AKT3	GSK3B
hsa04151	AKT3	CDKN1A
hsa04151	AKT3	CDKN1A
hsa04151	AKT3	CDKN1B
hsa04151	AKT3	CDKN1B
hsa04151	AKT3	FOXO3
hsa04151	AKT3	FOXO3
hsa04151	AKT3	BAD
hsa04151	AKT3	BAD
hsa04151	AKT3	CASP9
hsa04151	AKT3	CASP9
hsa04151	GSK3B	GYS1
hsa04151	GSK3B	GYS1
hsa04151	GSK3B	MYC
hsa04151	GSK3B	MYC
hsa04151	GSK3B	CCND1
hsa04151	GSK3B	CCND1
hsa04151	FOXO3	CDKN1B
hsa04151	FOXO3	RBL2
hsa04151	FOXO3	PCK1
hsa04151	FOXO3	G6PC
hsa04151	FOXO3	FASLG
hsa04151	FOXO3	BCL2L11
hsa04151	CREB3	BCL2
hsa04151	CREB3	MCL1
hsa04151	NFKB1	BCL2L1
hsa04151	NFKB1	MYB
hsa04151	MDM2	TP53
hsa04151	YWHAQ	FOXO3
hsa04151	YWHAQ	BAD
hsa04151	BAD	BCL2L1
hsa04151	BAD	BCL2
hsa04151	EIF4EBP1	EIF4E
hsa04151	CRTC2	AKT3
hsa04151	CRTC2	AKT3
hsa04151	PDPK1	AKT3
hsa04151	PDPK1	AKT3
hsa04151	PHLPP2	AKT3
hsa04151	PHLPP2	AKT3
hsa04151	PPP2R3B	AKT3
hsa04151	PPP2R3B	AKT3
hsa04151	PTEN	C05981
hsa04151	PTEN	C05981
hsa04151	THEM4	AKT3
hsa04151	CHUK	NFKB1
hsa04151	CHUK	NFKB1
hsa04151	MTCP1	AKT3
hsa04151	NR4A1	RXRA
hsa04151	NR4A1	BCL2
hsa04151	AKT3	NR4A1
hsa04151	AKT3	NR4A1
hsa04151	IGH	SYK
hsa04151	MAGI1	PTEN
hsa04371	ADCY1	C00575
hsa04371	C00575	PRKACA
hsa04371	PLCB1	C01245
hsa04371	PLCB1	C00165
hsa04371	C00165	PRKCE
hsa04371	PRKCE	RRAS2
hsa04371	RRAS2	RAF1
hsa04371	C01245	ITPR1
hsa04371	C01245	RYR1
hsa04371	ITPR1	C00076
hsa04371	RYR1	C00076
hsa04371	PRKCE	SLC9A1
hsa04371	PRKCE	MYLK4
hsa04371	C00076	CALML6
hsa04371	CALML6	MYLK4
hsa04371	CALML6	NOS1
hsa04371	NOS1	C00533
hsa04371	RPS6KB1	RPS6
hsa04371	GNB5	PIK3R6
hsa04371	GNB5	PRKCE
hsa04371	APLN	APLNR
hsa04371	GNB5	PRKAG2
hsa04371	GNB5	RRAS2
hsa04371	GNB5	PLCB1
hsa04371	TGFBR1	SMAD2
hsa04371	NOS1	C00533
hsa04371	BECN2	GABARAP
hsa04371	PRKACA	LIPE
hsa04371	PRKACA	LIPE
hsa04371	RAF1	MAP2K1
hsa04371	RAF1	MAP2K1
hsa04371	MYLK4	MYL2
hsa04371	MYLK4	MYL2
hsa04371	MAP2K1	MAPK1
hsa04371	MAP2K1	MAPK1
hsa04371	MAPK1	RPS6KB1
hsa04371	MAPK1	RPS6KB1
hsa04371	MTOR	RPS6KB1
hsa04371	MTOR	RPS6KB1
hsa04371	PIK3R6	AKT3
hsa04371	PIK3R6	AKT3
hsa04371	AKT3	NOS1
hsa04371	AKT3	NOS1
hsa04371	AKT3	MAPK1
hsa04371	AKT3	MAPK1
hsa04371	AKT3	PDE3B
hsa04371	AKT3	PDE3B
hsa04371	PRKACA	LIPE
hsa04371	PRKACA	LIPE
hsa04371	MAPK1	SLC9A1
hsa04371	SPHK2	C06124
hsa04371	APLNR	TGFBR1
hsa04371	GNB5	ADCY1
hsa04371	SERPINE1	PLAT
hsa04371	PLAT	C00290
hsa04371	PDE3B	C00575
hsa04371	CAMK4	HDAC5
hsa04371	CAMK4	HDAC5
hsa04371	APLNR	GNB5
hsa04371	APLNR	GNB5
hsa04371	APLNR	GNA13
hsa04371	SMAD2	SMAD4
hsa04371	PIK3R4	BECN2
hsa04371	MAPK1	RPS6KB1
hsa04371	MAPK1	EGR1
hsa04371	MAPK1	JAG1
hsa04371	JAG1	NOTCH3
hsa04371	EGR1	SPP1
hsa04371	JAG1	CCND1
hsa04371	APLNR	PIK3R4
hsa04371	APLNR	PIK3R4
hsa04371	PRKAG2	PLIN1
hsa04371	PPARGC1A	UCP1
hsa04371	PPARGC1A	NRF1
hsa04371	PPARGC1A	TFAM
hsa04371	KLF2	NOS1
hsa04371	SMAD2	SPHK2
hsa04371	SMAD2	ACTA2
hsa04371	SMAD2	CDH1
hsa04371	SMAD2	CTGF
hsa04371	HDAC5	MEF2B
hsa04371	MEF2B	KLF2
hsa04371	PRKAG2	PPARGC1A
hsa04371	PRKAG2	PPARGC1A
hsa04371	PRKAG2	KLF2
hsa04371	PRKAG2	KLF2
hsa04371	PRKAG2	SPHK2
hsa04371	PRKAG2	SPHK2
hsa04371	GNA13	CAMK4
hsa04371	GNA13	CAMK4
hsa04371	C00575	PRKACA
hsa04371	AKT3	MTOR
hsa04371	AKT3	MTOR
hsa04714	C00547	ADRB3
hsa04714	ADRB3	GNAS
hsa04714	GNAS	ADCY1
hsa04714	ADCY1	C00575
hsa04714	C11695	CNR1
hsa04714	C13856	CNR1
hsa04714	C00575	PRKACA
hsa04714	NPR1	C00942
hsa04714	C00942	PRKG1
hsa04714	FGF21	FGFR1
hsa04714	FGFR1	FRS2
hsa04714	FRS2	GRB2
hsa04714	GRB2	SOS1
hsa04714	SOS1	HRAS
hsa04714	HRAS	RPS6KA6
hsa04714	HRAS	RPS6KA6
hsa04714	RHEB	RPTOR
hsa04714	RHEB	MTOR
hsa04714	RHEB	MLST8
hsa04714	PRKACA	PLIN1
hsa04714	PRKACA	PLIN1
hsa04714	PRKACA	LIPE
hsa04714	PRKACA	LIPE
hsa04714	PRKACA	CREB3
hsa04714	PRKACA	CREB3
hsa04714	PRKACA	KDM3B
hsa04714	PRKACA	KDM3B
hsa04714	PRKACA	MAP3K5
hsa04714	PRKACA	MAP3K5
hsa04714	MAP3K5	MAP2K3
hsa04714	MAP3K5	MAP2K3
hsa04714	MAP2K3	MAPK14
hsa04714	MAP2K3	MAPK14
hsa04714	MAPK14	PPARGC1A
hsa04714	MAPK14	PPARGC1A
hsa04714	MAPK14	ATF2
hsa04714	MAPK14	ATF2
hsa04714	PRKG1	PLIN1
hsa04714	PRKG1	PLIN1
hsa04714	PRKG1	LIPE
hsa04714	PRKG1	LIPE
hsa04714	PRKG1	MAPK14
hsa04714	PRKG1	MAPK14
hsa04714	C00162	UCP1
hsa04714	RPS6KB1	RPS6
hsa04714	RPS6KB1	RPS6
hsa04714	KLB	FGFR1
hsa04714	RPTOR	MTOR
hsa04714	MTOR	MLST8
hsa04714	ACTL6B	PPARG
hsa04714	KDM3B	ACTL6B
hsa04714	KDM3B	PPARG
hsa04714	PRDM16	ZNF516
hsa04714	ZNF516	KDM1A
hsa04714	PRDM16	KDM1A
hsa04714	CREB3	ZNF516
hsa04714	KDM3B	UCP1
hsa04714	PPARGC1A	UCP1
hsa04714	ATF2	PPARGC1A
hsa04714	ATF2	FGF21
hsa04714	RPS6	UCP1
hsa04714	RPS6	FGF21
hsa04714	TSC1	RHEB
hsa04714	AKT1S1	RPTOR
hsa04714	AKT1S1	MTOR
hsa04714	CNR1	ADCY1
hsa04714	PLIN1	LIPE
hsa04714	ATF2	ZNF516
hsa04714	ATF2	UCP1
hsa04714	CREB3	UCP1
hsa04714	MTOR	RPS6KB1
hsa04714	MTOR	RPS6KB1
hsa04714	PRKAG2	C00547
hsa04714	PRKAG2	C00547
hsa04714	C02465	PRKAG2
hsa04714	C02465	PRKAG2
hsa04714	C00745	PRKAG2
hsa04714	C00745	PRKAG2
hsa04714	C00951	PRKAG2
hsa04714	C00951	PRKAG2
hsa04714	GCG	PRKAG2
hsa04714	GCG	PRKAG2
hsa04714	BMP8A...	PRKAG2
hsa04714	BMP8A...	PRKAG2
hsa04714	RPS6KA6	TSC1
hsa04714	RPS6KA6	TSC1
hsa04910	SORBS1	FLOT1...
hsa04910	SH2B2	CBL
hsa04910	SH2B2	CBL
hsa04910	RAPGEF1	CBL
hsa04910	EXOC7	RHOQ
hsa04910	TRIP10	RHOQ
hsa04910	INSR	SH2B2
hsa04910	INSR	SH2B2
hsa04910	INSR	CBL
