	pathway	gene1	gene2
14086	hsa04926	NFKB1	NOS2
14087	hsa04926	NFKB1	MMP2
14088	hsa04926	RXFP1	GNAO1
14089	hsa04926	RXFP1	GNAS
14090	hsa04926	RXFP1	GNAI1
14091	hsa04926	GNAI1	GNB5
14092	hsa04926	GNAO1	GNB5
14093	hsa04926	GNAS	GNB5
14094	hsa04926	GNB5	PIK3CA
14095	hsa04926	PIK3CA	C05981
14096	hsa04926	C05981	AKT3
14097	hsa04926	C05981	PRKCZ
14098	hsa04926	PRKCZ	ADCY5
14100	hsa04926	PIK3CA	RAF1
14102	hsa04926	RAF1	MAP2K1
14104	hsa04926	MAP2K1	MAPK1
14106	hsa04926	MAPK1	VEGFD
14108	hsa04926	MAPK1	MMP2
14110	hsa04926	MAPK1	NOS1
14112	hsa04926	EDN1	EDNRB
14113	hsa04926	EDNRB	GNAO1
14114	hsa04926	EDNRB	GNAI1
14118	hsa04926	AKT3	NOS3
14120	hsa04926	NOS3	C00533
14121	hsa04926	NOS1	C00533
14122	hsa04926	NOS2	C00533
14123	hsa04926	MMP2	EDN1
14124	hsa04926	MMP9	EDN1
14125	hsa04926	C00533	MMP1
14127	hsa04926	C00533	MMP9
14129	hsa04926	C00533	MMP2
14131	hsa04926	C00533	MMP13
14133	hsa04926	SMAD2	ACTA2
14134	hsa04926	SMAD2	COL1A1
14135	hsa04926	C00533	SMAD2
14136	hsa04926	RLN1	RXFP2
14137	hsa04926	INSL3	RXFP2
14138	hsa04926	RXFP2	GNAO1
14139	hsa04926	RXFP2	GNAS
14142	hsa04926	GNAO1	ADCY1
14143	hsa04926	GNAS	ADCY1
14144	hsa04926	ADCY1	C00575
14146	hsa04926	RLN3	RXFP3
14147	hsa04926	RXFP3	GNAO1
14148	hsa04926	RXFP3	GNAI1
14152	hsa04926	GNAI1	ADCY1
14154	hsa04926	GNB5	PLCB1
14155	hsa04926	PLCB1	PRKCA
14157	hsa04926	PRKCA	NFKBIA
14160	hsa04926	PRKCA	MAP2K7
14161	hsa04926	PRKCA	HRAS
14162	hsa04926	HRAS	RAF1
14163	hsa04926	MAP2K7	MAPK14
14165	hsa04926	MAP2K7	MAPK8
14167	hsa04926	MAPK8	FOS
14169	hsa04926	MAPK14	FOS
14175	hsa04926	MAPK1	FOS
14177	hsa04926	PIK3CA	SRC
14178	hsa04926	SRC	SHC2
14179	hsa04926	SHC2	SOS1
14180	hsa04926	SOS1	HRAS
14181	hsa04926	EGFR	GRB2
14182	hsa04926	GRB2	SHC2
14183	hsa04926	RXFP3	EGFR
14185	hsa04926	INSL5	RXFP4
14186	hsa04926	RXFP4	GNAO1
14187	hsa04926	RXFP4	GNAI1
14188	hsa04926	RXFP4	GNA15
14191	hsa04926	GNA15	PLCB1
14192	hsa04926	PLCB1	C01245
14193	hsa04926	PLCB1	C00165
14194	hsa04926	C01245	C00076
14197	hsa04926	RXFP3	ARRB1
14198	hsa05032	C00334	GABRR3...
14199	hsa05032	C00334	GABBR1
14200	hsa05032	GABBR1	GNB5
14201	hsa05032	GNB5	KCNJ6
14202	hsa05032	D00842...	OPRM1
14203	hsa05032	OPRM1	GNB5
14204	hsa05032	GNB5	KCNJ3
14207	hsa05032	OPRM1	GNAS
14208	hsa05032	GNAS	ADCY1
14209	hsa05032	GNB5	ADCY1
14210	hsa05032	PRKCA	ADCY1
14211	hsa05032	ADCY1	C00575
14212	hsa05032	C00575	PRKACA
14223	hsa05032	C03758	DRD1
14224	hsa05032	DRD1	GNAS
14227	hsa05032	PRKACA	GNB5
14229	hsa05032	PRKCA	GNB5
14232	hsa05032	GNB5	CACNA1A
14233	hsa05032	GRK2	OPRM1
14235	hsa05032	C00212	ADORA1
14236	hsa05032	ARRB1	OPRM1
14237	hsa04216	TP53	SLC7A11
14238	hsa04216	TP53	SAT2
14239	hsa04216	SAT2	ALOX15
14240	hsa04216	C21478	SLC3A2
14241	hsa04216	D08524	SLC3A2
14242	hsa04216	C00025	SLC3A2
14243	hsa04216	D00448	SLC3A2
14244	hsa04216	C21478	SLC7A11
14245	hsa04216	D08524	SLC7A11
14246	hsa04216	C00025	SLC7A11
14247	hsa04216	D00448	SLC7A11
14248	hsa04216	C21479	GPX4
14249	hsa04216	C02477	ALOX15
14250	hsa04216	SLC3A2	SLC7A11
14251	hsa04216	C14819	TF
14252	hsa04216	TF	TFRC
14253	hsa04216	TFRC	TF
14257	hsa04216	PCBP2	C14818
14258	hsa04216	C14819	FTH1
14260	hsa04216	NCOA4	FTH1
14261	hsa04216	C14818	FTMT
14262	hsa04216	C11378	C16844...
14263	hsa04216	C21483	C16844...
14264	hsa04216	VDAC2	C16844...
14266	hsa04216	CYBB	C16844...
14268	hsa04978	VDR	SLC34A2
14269	hsa04978	VDR	TRPV6
14270	hsa04978	VDR	S100G
14271	hsa04978	VDR	ATP2B1
14272	hsa04978	VDR	SLC8A1
14273	hsa04978	C01673	VDR
14274	hsa04978	C00070	MT1A
14275	hsa04978	MT1A	C00038
14276	hsa04978	C00070	ATOX1
14277	hsa04978	C00076	S100G
14279	hsa04978	S100G	C00076
14280	hsa04978	C14819	TF
14281	hsa04978	SLC40A1	HEPH
14282	hsa03008	SBDS	EFL1
14283	hsa03008	EIF6	SBDS
14284	hsa05226	SHC2	GRB2
14285	hsa05226	GRB2	SOS1
14286	hsa05226	SOS1	HRAS
14287	hsa05226	HRAS	ARAF
14288	hsa05226	ARAF	MAP2K1
14290	hsa05226	MAP2K1	MAPK1
14292	hsa05226	PIK3CA	C05981
14293	hsa05226	C05981	AKT3
14294	hsa05226	AKT3	MTOR
14296	hsa05226	MTOR	RPS6KB1
14297	hsa05226	TP53	CDKN1A
14298	hsa05226	TP53	GADD45G
14299	hsa05226	TP53	BAX
14300	hsa05226	TP53	BAK1
14301	hsa05226	TP53	DDB2
14302	hsa05226	TP53	POLK
14303	hsa05226	SMAD2	SMAD4
14304	hsa05226	FZD10	DVL1
14305	hsa05226	DVL1	FRAT1...
14306	hsa05226	DVL1	GSK3B
14307	hsa05226	CTNNB1	LEF1
14308	hsa05226	LEF1	MYC
14309	hsa05226	LEF1	CCND1
14310	hsa05226	HGF	MET
14311	hsa05226	MET	GRB2
14319	hsa05226	MET	GAB1
14320	hsa05226	GAB1	PIK3CA
14325	hsa05226	AKT3	TP53
14327	hsa05226	TP53	BCL2
14328	hsa05226	FGF1	FGFR2
14329	hsa05226	FGFR2	GRB2
14330	hsa05226	FGFR2	GAB1
14331	hsa05226	AKT3	GSK3B
14332	hsa05226	CDH1	CTNNA1
14333	hsa05226	CDH1	JUP
14334	hsa05226	CDH1	CTNNB1
14351	hsa05226	CDX2	MUC2
14352	hsa05226	CDX2	CDH17
14353	hsa05226	CDX2	REG4
14354	hsa05226	CDX2	ABCB1
14355	hsa05226	CDX2	SHH
14356	hsa05226	RB1	E2F1
14357	hsa05226	SMAD2	CDKN2B
14359	hsa05226	SMAD2	CDKN1A
14361	hsa04512	COL1A1	CD44
14362	hsa04512	FN1	CD44
14363	hsa04512	LAMC3	CD44
14364	hsa04512	COL1A1	SDC1
14365	hsa04512	FN1	SDC1
14366	hsa04512	COMP	SDC1
14367	hsa04512	TNC	SDC1
14368	hsa04512	LAMC3	SV2C...
14369	hsa04512	COMP	CD36
14370	hsa04512	COL1A1	GP6
14371	hsa04512	COMP	CD47
14372	hsa04512	CD44	G10505
14373	hsa04512	HMMR	G10505
14374	hsa05222	PIK3CA	AKT3
14375	hsa05222	CKS1B	SKP2
14376	hsa05222	PTK2	PIK3CA
14377	hsa05222	AKT3	CHUK
14379	hsa05222	CHUK	NFKBIA
14381	hsa05222	ZBTB17	CDKN2B
14382	hsa05222	NFKB1	CCND1
14383	hsa05222	NFKB1	BIRC8
14384	hsa05222	NFKB1	BCL2L1
14385	hsa05222	NFKB1	TRAF1
14386	hsa05222	NFKB1	PTGS2
14387	hsa05222	NFKB1	NOS2
14388	hsa05222	SKP2	CDKN1B
14389	hsa05222	E2F1	RB1
14390	hsa05222	NFKBIA	NFKB1
14391	hsa05222	CYCS	CASP9
14392	hsa05222	APAF1	CASP9
14393	hsa05222	PTEN	C05981
14394	hsa05222	BCL2	BAX
14395	hsa05222	CASP9	CASP3
14396	hsa05222	TP53	CDKN1A
14397	hsa05222	TP53	GADD45G
14398	hsa05222	TP53	BAX
14399	hsa05222	TP53	BAK1
14400	hsa05222	TP53	DDB2
14401	hsa05222	TP53	POLK
14402	hsa04211	INS	INSR
14403	hsa04211	INSR	IRS1
14404	hsa04211	IRS1	PIK3CA
14405	hsa04211	IGF1	IGF1R
14406	hsa04211	IGF1R	HRAS
14407	hsa04211	HRAS	PIK3CA
14408	hsa04211	PIK3CA	C05981
14409	hsa04211	C05981	AKT3
14410	hsa04211	AKT3	ADCY1
14411	hsa04211	ADCY1	C00575
14412	hsa04211	C00575	PRKACA
14413	hsa04211	AKT3	MTOR
14415	hsa04211	MTOR	RPS6KB1
14417	hsa04211	RHEB	MTOR
14418	hsa04211	ADIPOQ	ADIPOR1
14419	hsa04211	ADIPOR1	APPL1
14420	hsa04211	APPL1	C00076
14421	hsa04211	C00076	CAMKK2
14422	hsa04211	PRKAG2	C00003
14423	hsa04211	C00003	SIRT1
14424	hsa04211	CAMKK2	PRKAG2
14426	hsa04211	STK11	PRKAG2
14428	hsa04211	CAMKK2	CAMK4
14430	hsa04211	PRKAG2	MTOR
14431	hsa04211	MTOR	EIF4EBP1
14433	hsa04211	EIF4EBP1	EIF4E
14434	hsa04211	PRKACA	FOXO1
14436	hsa04211	AKT3	FOXO1
14438	hsa04211	FOXO1	SOD2
14439	hsa04211	FOXO1	CAT
14440	hsa04211	FOXO1	ATG5
14441	hsa04211	C03582	SIRT1
14443	hsa04211	SIRT1	PPARGC1A
14444	hsa04211	TP53	SESN3
14445	hsa04211	SESN3	PRKAG2
14446	hsa04211	C07151	PRKAG2
14448	hsa04211	C07151	MTOR
14450	hsa04211	C07909	MTOR
14451	hsa04211	PRKACA	EHMT2
14452	hsa04211	CAMK4	PPARGC1A
14454	hsa04211	C00020	STK11
14456	hsa04211	KL	INSR
14457	hsa04211	KL	IRS1
14458	hsa04211	KL	IGF1R
14459	hsa04211	SIRT1	BAX
14460	hsa04211	SIRT1	TP53
14461	hsa04211	SIRT1	NFKB1
14462	hsa04211	SIRT1	PPARG
14463	hsa04211	SIRT1	FOXO1
14464	hsa04211	PRKAG2	FOXO1
14465	hsa04911	GCG	GLP1R
14466	hsa04911	GIP	GPR119
14467	hsa04911	ADCYAP1	ADCYAP1R1
14468	hsa04911	GLP1R	GNAS
14469	hsa04911	GPR119	GNAS
14470	hsa04911	ADCYAP1R1	GNAS
14471	hsa04911	GNAS	ADCY1
14472	hsa04911	ADCY1	C00575
14473	hsa04911	C00575	PRKACA
14474	hsa04911	PRKACA	CREB3
14475	hsa04911	PRKACA	CACNA1C
14476	hsa04911	PRKACA	PDX1
14477	hsa04911	C00575	RAPGEF4
14478	hsa04911	RAPGEF4	RYR2
14479	hsa04911	PRKACA	ITPR3
14480	hsa04911	ADCYAP1R1	GNA11
14481	hsa04911	CCKAR	GNA11
14482	hsa04911	C01996	CHRM3
14483	hsa04911	CHRM3	GNA11
14484	hsa04911	C00162	FFAR1
14485	hsa04911	FFAR1	GNA11
14486	hsa04911	GNA11	PLCB1
14487	hsa04911	PLCB1	C01245
14488	hsa04911	C01245	ITPR3
14489	hsa04911	PLCB1	C00165
14490	hsa04911	C00165	PRKCA
14491	hsa04911	C00076	CAMK2A
14494	hsa04911	CREB3	INS
14495	hsa04911	PDX1	INS
14496	hsa04911	C00002	TRPM4
14497	hsa04911	C00002	ABCC8
14498	hsa04911	PRKACA	ABCC8
14499	hsa04911	RAPGEF4	ABCC8
14500	hsa04911	CCK	CCKAR
14501	hsa04927	AGTR1	GNA11
14502	hsa04927	GNA11	PLCB1
14503	hsa04927	PLCB1	C01245
14504	hsa04927	C01245	ITPR1
14505	hsa04927	MC2R	GNAS
14506	hsa04927	GNAS	ADCY1
14507	hsa04927	ADCY1	C00575
14508	hsa04927	C00575	PRKACA
14509	hsa04927	CREB3	STAR
14510	hsa04927	POMC	MC2R
14511	hsa04927	MC2R	MRAP
14513	hsa04927	PRKACA	KCNK2
14514	hsa04927	GNA11	KCNK2
14516	hsa04927	C00076	KCNK2
14517	hsa04927	PRKACA	NR5A1
14518	hsa04927	PRKACA	NR4A1
14519	hsa04927	PRKACA	SP1
14520	hsa04927	PRKACA	PBX1
14521	hsa04927	PRKACA	CREB3
14522	hsa04927	NR5A1	CYP11B1
14523	hsa04927	NR5A1	CYP17A1
14524	hsa04927	NR5A1	STAR
14525	hsa04927	NR5A1	NCEH1
14526	hsa04927	NR4A1	CYP11B1
14527	hsa04927	NR4A1	CYP17A1
14528	hsa04927	NR4A1	STAR
14529	hsa04927	NR4A1	NCEH1
14530	hsa04927	SP1	CYP11B1
14531	hsa04927	SP1	CYP17A1
14532	hsa04927	SP1	STAR
14533	hsa04927	SP1	NCEH1
14534	hsa04927	PBX1	CYP11B1
14535	hsa04927	PBX1	CYP17A1
14536	hsa04927	PBX1	STAR
14537	hsa04927	PBX1	NCEH1
14538	hsa04927	CREB3	CYP11B1
14539	hsa04927	CREB3	CYP17A1
14540	hsa04927	CREB3	NCEH1
14541	hsa04927	KCNK2	CACNA1I
14543	hsa04927	NR0B1	NR5A1
14544	hsa04927	AGT	AGTR1
14545	hsa04934	AGTR1	GNA11
14546	hsa04934	GNA11	PLCB1
14547	hsa04934	PLCB1	C01245
14548	hsa04934	C01245	ITPR1
14549	hsa04934	MC2R	GNAS
14550	hsa04934	GNAS	ADCY1
14551	hsa04934	ADCY1	C00575
14552	hsa04934	C00575	PRKACA
14553	hsa04934	CREB3	STAR
14554	hsa04934	CRH	CRHR1
14555	hsa04934	CRHR1	GNAS
14559	hsa04934	PRKACA	CACNA1C
14560	hsa04934	C00076	CAMK2A
14561	hsa04934	CAMK2A	RAP1A
14562	hsa04934	RAP1A	BRAF
14563	hsa04934	PRKACA	RAP1A
14565	hsa04934	PRKACA	CREB3
14567	hsa04934	BRAF	MAP2K1
14569	hsa04934	MAP2K1	MAPK1
14571	hsa04934	MAPK1	NR4A1
14573	hsa04934	EGFR	MAPK1
14575	hsa04934	USP8	EGFR
14576	hsa04934	CREB3	POMC
14577	hsa04934	NR4A1	POMC
14578	hsa04934	GNAI1	ADCY1
14579	hsa04934	RASD1	GNAI1
14580	hsa04934	RB1	E2F1
14581	hsa04934	PRKACA	KCNK2
14582	hsa04934	PRKACA	NR5A1
14583	hsa04934	PRKACA	NR4A1
14584	hsa04934	PRKACA	SP1
14585	hsa04934	PRKACA	PBX1
14587	hsa04934	NR5A1	CYP11B1
14588	hsa04934	NR5A1	CYP17A1
14589	hsa04934	NR5A1	STAR
14590	hsa04934	NR5A1	NCEH1
14591	hsa04934	NR4A1	CYP11B1
14592	hsa04934	NR4A1	CYP17A1
14593	hsa04934	NR4A1	STAR
14594	hsa04934	NR4A1	NCEH1
14595	hsa04934	SP1	CYP11B1
14596	hsa04934	SP1	CYP17A1
14597	hsa04934	SP1	STAR
14598	hsa04934	SP1	NCEH1
14599	hsa04934	PBX1	CYP11B1
14600	hsa04934	PBX1	CYP17A1
14601	hsa04934	PBX1	STAR
14602	hsa04934	PBX1	NCEH1
14603	hsa04934	CREB3	CYP11B1
14604	hsa04934	CREB3	CYP17A1
14605	hsa04934	CREB3	NCEH1
14606	hsa04934	WNT16...	FZD10
14607	hsa04934	FZD10	DVL1
14608	hsa04934	DVL1	GSK3B
14609	hsa04934	C00076	KCNK2
14610	hsa04934	AGT	AGTR1
14611	hsa05030	C00025	GRM2
14612	hsa05030	GRM2	GNAI1
14613	hsa05030	C03758	DRD1
14614	hsa05030	DRD1	GNAS
14615	hsa05030	GNAS	ADCY5
14616	hsa05030	ADCY5	C00575
14617	hsa05030	C00575	PRKACA
14618	hsa05030	PRKACA	CREB3
14619	hsa05030	C03758	DRD2
14620	hsa05030	DRD2	GNAI1
14633	hsa05030	GNAI1	ADCY5
14637	hsa05030	GPSM1	GNAI1
14640	hsa05030	RGS9	GNAI1
14641	hsa05030	D00110	SLC6A3
14642	hsa05030	PPP1R1B	PRKACA
14643	hsa05030	CDK5R1	CDK5
14644	hsa05030	CREB3	PDYN
14645	hsa05030	CREB3	BDNF
14646	hsa05030	CDK5	DLG4
14648	hsa05030	CDK5	PPP1R1B
14650	hsa05030	GRIN3A	DLG4
14651	hsa04540	ADCY1	PRKACA
14652	hsa04540	PLCB1	PRKCA
14653	hsa04540	PLCB1	ITPR1
14654	hsa04540	ITPR1	PRKCA
14655	hsa04540	GUCY1A2	PRKG1
14656	hsa04540	LPAR1	GNAI1
14657	hsa04540	GNAI1	HRAS
14658	hsa04540	HRAS	RAF1
14659	hsa04540	RAF1	MAP2K1
14660	hsa04540	MAP2K1	MAPK1
14661	hsa04540	EGF	EGFR
14662	hsa04540	EGFR	GRB2
14663	hsa04540	GRB2	SOS1
14664	hsa04540	SOS1	HRAS
14665	hsa04540	EGFR	SRC
14666	hsa04540	SRC	MAP3K2
14667	hsa04540	MAP3K2	MAP2K5
14668	hsa04540	MAP2K5	MAPK7
14669	hsa04540	ADRB1	GNAS
14670	hsa04540	DRD1	GNAS
14671	hsa04540	GNAS	ADCY1
14672	hsa04540	DRD2	GNAI1
14673	hsa04540	HTR2A	GNA11
14674	hsa04540	GRM1	GNA11
14675	hsa04540	GNA11	PLCB1
14676	hsa04540	GJA1	GJA1
14678	hsa04540	GJA1	TUBA1B
14679	hsa04540	GJA1	TUBB3
14684	hsa04540	CSNK1D	GJA1
14686	hsa04540	GNAI1	ADCY1
14687	hsa04540	PRKG1	GJA1
14688	hsa04540	PRKCA	GJA1
14689	hsa04540	PRKACA	GJA1
14690	hsa04540	GJA1	TJP1
14691	hsa04540	SRC	GJA1
14692	hsa04540	MAPK7	GJA1
14694	hsa04540	MAPK1	GJA1
14696	hsa04540	CDK1	GJA1
14706	hsa04913	CGA	LHCGR
14707	hsa04913	LHCGR	GNAS
14708	hsa04913	GNAS	ADCY1
14709	hsa04913	ADCY1	C00575
14710	hsa04913	C00575	PRKACA
14711	hsa04913	GNAS	PLA2G4B
14712	hsa04913	C00575	PLA2G4B
14713	hsa04913	C00575	ACOT2
14714	hsa04913	INS	INSR
14715	hsa04913	IGF1	IGF1R
14716	hsa04913	PRKACA	STAR
14718	hsa04913	PRKACA	CYP17A1
14720	hsa04913	PRKACA	HSD3B1
14726	hsa04913	CGA	FSHR
14727	hsa04913	FSHR	GNAS
14731	hsa04913	PRKACA	CYP19A1
14733	hsa04913	PRKACA	HSD17B2
14737	hsa04913	PRKACA	HSD17B1
14739	hsa04923	CGA	TSHR
14740	hsa04923	TSHR	GNAS
14741	hsa04923	C00788	ADRB1
14742	hsa04923	C00547	ADRB1
14743	hsa04923	ADRB1	GNAS
14744	hsa04923	GNAS	ADCY1
14745	hsa04923	ADCY1	C00575
14746	hsa04923	C00575	PRKACA
14747	hsa04923	PRKACA	PLIN1
14749	hsa04923	PRKG1	PLIN1
14751	hsa04923	PRKACA	LIPE
14753	hsa04923	PRKG1	LIPE
14755	hsa04923	NPR1	C00942
14756	hsa04923	C00942	PRKG1
14757	hsa04923	C02140	PNPLA2
14759	hsa04923	PNPLA2	ABHD5
14760	hsa04923	FABP4	C00162
14763	hsa04923	INS	INSR
14764	hsa04923	INSR	IRS1
14765	hsa04923	IRS1	PIK3CA
14766	hsa04923	PIK3CA	AKT3
14768	hsa04923	AKT3	PDE3B
14769	hsa04923	PLA2G16	C00219
14770	hsa04923	INSR	PLA2G16
14772	hsa04923	C00212	ADORA1
14773	hsa04923	ADORA1	GNAI1
14774	hsa04923	C00584	PTGER3
14775	hsa04923	PTGER3	GNAI1
14776	hsa04923	NPY	NPY1R
14777	hsa04923	NPY1R	GNAI1
14780	hsa04923	GNAI1	ADCY1
14782	hsa04923	INSR	PNPLA2
14784	hsa04923	NPPA	NPR1
14785	hsa04976	C00695...	NR1H4
14786	hsa04976	NR1H4	RXRA
14789	hsa04976	NR1H4	NR0B2
14790	hsa04976	NR1H4	ABCB11
14791	hsa04976	NR1H4	ABCC2
14792	hsa04976	NR1H4	ABCB4
14793	hsa04976	SCTR	GNAS
14794	hsa04976	GNAS	ADCY1
14795	hsa04976	ADCY1	C00575
14796	hsa04976	C00575	PRKACA
14797	hsa04976	PRKACA	CFTR
14798	hsa04976	NR0B2	CYP7A1
14799	hsa04976	NR0B2	SLCO1B1
14800	hsa04976	NR0B2	SLC10A1
14801	hsa04976	SCT	SCTR
14802	hsa05414	IGH	ADRB1
14803	hsa05414	ADRB1	GNAS
14804	hsa05414	GNAS	ADCY1
14805	hsa05414	ADCY1	C00575
14806	hsa05414	C00575	PRKACA
14807	hsa05414	PRKACA	CACNG3...
14809	hsa05414	PRKACA	RYR2
14811	hsa05414	PRKACA	PLN
14813	hsa05414	PLN	ATP2A2
14814	hsa05414	LAMA2	DAG1
14815	hsa05414	DAG1	DAG1
14816	hsa05414	TNNC1	TNNI3
14817	hsa05414	TNNC1	TNNT2
14818	hsa05414	TNNT2	TNNI3
14819	hsa05414	ACTC1	TPM1
14820	hsa05414	ACTC1	MYH6
14821	hsa05414	ACTC1	MYH7
14822	hsa05414	MYBPC3	MYH6
14823	hsa05414	MYBPC3	MYH7
14824	hsa05414	TNNI3	ACTC1
14825	hsa05414	TNNT2	TPM1
14826	hsa05414	MYH6	MYL3
14827	hsa05414	MYH6	MYL2
14828	hsa05414	MYH7	MYL3
14829	hsa05414	MYH7	MYL2
14830	hsa05414	DAG1	DMD
14831	hsa05414	DMD	ACTB
14832	hsa00020	PDHA1	PC
14833	hsa00020	PDHA1	Glycolysis / Gluconeogenesis
14834	hsa00020	PC	Glycolysis / Gluconeogenesis
14835	hsa00020	Fatty acid biosynthesis	Fatty acid elongation
14836	hsa00020	Fatty acid biosynthesis	Valine
14837	hsa00020	Fatty acid biosynthesis	Fatty acid degradation
14838	hsa00020	Fatty acid biosynthesis	DLAT
14839	hsa00020	Fatty acid biosynthesis	CS
14840	hsa00020	Fatty acid biosynthesis	ACLY
14841	hsa00020	Fatty acid elongation	Valine
14842	hsa00020	Fatty acid elongation	Fatty acid degradation
14843	hsa00020	Fatty acid elongation	DLAT
14844	hsa00020	Fatty acid elongation	CS
14845	hsa00020	Fatty acid elongation	ACLY
14846	hsa00020	Valine	Fatty acid degradation
14847	hsa00020	Valine	DLAT
14848	hsa00020	Valine	CS
14849	hsa00020	Valine	ACLY
14850	hsa00020	Fatty acid degradation	DLAT
14851	hsa00020	Fatty acid degradation	CS
14852	hsa00020	Fatty acid degradation	ACLY
14853	hsa00020	DLAT	CS
14854	hsa00020	DLAT	ACLY
14855	hsa00020	Glyoxylate and dicarboxylate metabolism	Alanine
14856	hsa00020	Glyoxylate and dicarboxylate metabolism	MDH1
14857	hsa00020	Glyoxylate and dicarboxylate metabolism	ACLY
14858	hsa00020	Glyoxylate and dicarboxylate metabolism	CS
14859	hsa00020	Glyoxylate and dicarboxylate metabolism	PC
14860	hsa00020	Glyoxylate and dicarboxylate metabolism	PCK1
14861	hsa00020	Alanine	MDH1
14862	hsa00020	Alanine	ACLY
14863	hsa00020	Alanine	CS
14864	hsa00020	Alanine	PC
14865	hsa00020	Alanine	PCK1
14866	hsa00020	MDH1	ACLY
14867	hsa00020	MDH1	CS
14868	hsa00020	MDH1	PC
14869	hsa00020	MDH1	PCK1
14870	hsa00020	ACLY	PC
14871	hsa00020	ACLY	PCK1
14872	hsa00020	CS	PC
14873	hsa00020	CS	PCK1
14874	hsa00020	PC	PCK1
14875	hsa00020	MDH1	FH
14876	hsa00020	FH	Tyrosine metabolism
14877	hsa00020	FH	Arginine biosynthesis
14878	hsa00020	FH	SDHA
14879	hsa00020	Tyrosine metabolism	Arginine biosynthesis
14880	hsa00020	Tyrosine metabolism	SDHA
14881	hsa00020	Arginine biosynthesis	SDHA
14882	hsa00020	SDHA	SUCLG2
14884	hsa00020	SUCLG2	Valine
14885	hsa00020	SUCLG2	DLST
14888	hsa00020	Valine	DLST
14889	hsa00020	DLST	OGDH
14890	hsa00020	DLST	DLD
14891	hsa00020	DLD	OGDH
14892	hsa00020	OGDH	D-Glutamine and D-glutamate metabolism
14893	hsa00020	OGDH	Alanine
14894	hsa00020	OGDH	Ascorbate and aldarate metabolism
14895	hsa00020	OGDH	IDH3A...
14896	hsa00020	OGDH	IDH1
14897	hsa00020	D-Glutamine and D-glutamate metabolism	Alanine
14898	hsa00020	D-Glutamine and D-glutamate metabolism	Ascorbate and aldarate metabolism
14899	hsa00020	D-Glutamine and D-glutamate metabolism	IDH3A...
14900	hsa00020	D-Glutamine and D-glutamate metabolism	IDH1
14901	hsa00020	Alanine	Ascorbate and aldarate metabolism
14902	hsa00020	Alanine	IDH3A...
14903	hsa00020	Alanine	IDH1
14904	hsa00020	Ascorbate and aldarate metabolism	IDH3A...
14905	hsa00020	Ascorbate and aldarate metabolism	IDH1
14906	hsa00020	IDH3A...	IDH1
14907	hsa00020	ACO1	IDH1
14908	hsa00020	ACO1	IDH3A...
14909	hsa00020	IDH1	IDH3A...
14910	hsa00020	CS	ACO1
14911	hsa00020	ACLY	ACO1
14912	hsa00020	DLD	PDHA1
14913	hsa00020	PDHA1	PDHA1
14914	hsa00020	DLAT	PDHA1
14915	hsa00020	DLD	DLAT
14916	hsa00020	PCK1	Glycolysis / Gluconeogenesis
14917	hsa00020	OGDH	Arginine biosynthesis
14918	hsa00020	D-Glutamine and D-glutamate metabolism	Arginine biosynthesis
14919	hsa00020	Alanine	Arginine biosynthesis
14920	hsa00020	Ascorbate and aldarate metabolism	Arginine biosynthesis
14921	hsa00020	Arginine biosynthesis	IDH3A...
14922	hsa00020	Arginine biosynthesis	IDH1
14923	hsa04630	IL24	IL22RA2
14924	hsa04630	CNTF	IL22RA2
14925	hsa04630	SOS1	HRAS
14926	hsa04630	HRAS	RAF1
14927	hsa04630	JAK1	STAT1
14929	hsa04630	JAK1	PTPN11
14931	hsa04630	JAK1	PIK3CA
14933	hsa04630	PIK3CA	AKT3
14935	hsa04630	AKT3	MTOR
14937	hsa04630	IL22RA2	JAK1
14938	hsa04630	PTPN2	JAK1
14940	hsa04630	PTPN6	JAK1
14942	hsa04630	CISH	STAT1
14943	hsa04630	SOCS4	JAK1
14944	hsa04630	STAM2	JAK1
14945	hsa05410	LAMA2	DAG1
14946	hsa05410	DAG1	DAG1
14947	hsa05410	TNNC1	TNNI3
14948	hsa05410	TNNC1	TNNT2
14949	hsa05410	TNNT2	TNNI3
14950	hsa05410	TNNT2	TPM1
14951	hsa05410	TNNI3	ACTC1
14952	hsa05410	ACTC1	TPM1
14953	hsa05410	ACTC1	MYH6
14954	hsa05410	ACTC1	MYH7
14955	hsa05410	MYH6	MYL3
14956	hsa05410	MYH6	MYL2
14957	hsa05410	MYH7	MYL3
14958	hsa05410	MYH7	MYL2
14959	hsa05410	MYBPC3	MYH6
14960	hsa05410	MYBPC3	MYH7
14961	hsa05410	DAG1	DMD
14962	hsa05410	DMD	ACTB
14963	hsa05410	ITGB1	ACTB
14964	hsa04940	CD80	CD28
14965	hsa04940	FASLG	FAS
14966	hsa00562	PLCD3	PIP4K2A
14967	hsa00562	PLCD3	PTEN
14968	hsa00562	PLCD3	PIK3CA
14969	hsa00562	PLCD3	PIP5KL1
14970	hsa00562	PLCD3	INPP5B
14971	hsa00562	PIP4K2A	PTEN
14972	hsa00562	PIP4K2A	PIK3CA
14973	hsa00562	PIP4K2A	PIP5KL1
14974	hsa00562	PIP4K2A	INPP5B
14975	hsa00562	PTEN	PIP5KL1
14976	hsa00562	PTEN	INPP5B
14977	hsa00562	PIK3CA	PIP5KL1
14978	hsa00562	PIK3CA	INPP5B
